Fecha_Hora,Luz_Porcentaje,Temperatura_C,Humedad_Porcentaje
2026-05-23 15:30:11.142,69.0,26.4,37.8
2026-05-23 15:30:11.344,69.1,26.4,37.6
2026-05-23 15:30:11.547,67.7,27.4,37.8
2026-05-23 15:30:11.755,67.1,27.4,37.6
2026-05-23 15:30:11.959,66.5,27.4,37.7
2026-05-23 15:30:12.156,66.5,27.9,37.8
2026-05-23 15:30:12.365,67.6,27.9,37.6
2026-05-23 15:30:12.568,66.5,27.9,37.7
2026-05-23 15:30:12.772,67.9,26.9,37.7
2026-05-23 15:30:12.976,66.6,27.9,37.6
2026-05-23 15:30:13.176,66.7,27.9,37.7
2026-05-23 15:30:13.375,67.4,26.9,37.7
2026-05-23 15:30:13.581,67.6,27.9,37.7
2026-05-23 15:30:13.788,66.6,27.9,37.7
2026-05-23 15:30:13.992,66.9,27.4,37.7
2026-05-23 15:30:14.195,68.0,27.9,37.7
2026-05-23 15:30:14.399,68.1,27.9,37.6
2026-05-23 15:30:14.602,68.7,28.3,37.7
2026-05-23 15:30:14.805,69.0,26.9,37.6
2026-05-23 15:30:15.004,67.0,27.9,37.7
2026-05-23 15:30:15.208,66.9,27.4,37.6
2026-05-23 15:30:15.408,68.2,27.4,37.7
2026-05-23 15:30:15.619,69.0,28.3,37.6
2026-05-23 15:30:15.819,68.4,27.9,37.6
2026-05-23 15:30:16.025,68.3,27.9,37.6
2026-05-23 15:30:16.226,68.8,27.9,37.7
2026-05-23 15:30:16.430,68.9,26.9,37.7
2026-05-23 15:30:16.633,68.8,28.3,37.8
2026-05-23 15:30:16.839,68.9,28.3,37.8
2026-05-23 15:30:17.040,68.8,28.3,37.7
2026-05-23 15:30:17.243,68.9,28.8,37.7
2026-05-23 15:30:17.449,68.8,28.3,37.7
2026-05-23 15:30:17.652,68.8,28.8,37.8
2026-05-23 15:30:17.850,68.8,28.3,37.6
2026-05-23 15:30:18.059,68.8,27.9,37.8
2026-05-23 15:30:18.259,68.9,26.9,37.6
2026-05-23 15:30:18.460,69.0,28.3,37.8
2026-05-23 15:30:18.667,69.1,27.9,37.7
2026-05-23 15:30:18.868,68.7,26.9,37.7
2026-05-23 15:30:19.074,68.8,28.8,37.6
2026-05-23 15:30:19.278,68.5,28.3,37.6
2026-05-23 15:30:19.475,67.9,28.3,37.7
2026-05-23 15:30:19.685,68.3,28.3,37.6
2026-05-23 15:30:19.888,68.9,28.8,37.8
2026-05-23 15:30:20.089,66.8,28.3,37.7
2026-05-23 15:30:20.292,67.6,28.3,37.7
2026-05-23 15:30:20.495,68.3,28.8,37.6
2026-05-23 15:30:20.698,68.7,28.8,37.6
2026-05-23 15:30:20.905,67.9,28.3,37.7
2026-05-23 15:30:21.102,67.8,28.8,37.7
2026-05-23 15:30:21.310,68.2,29.3,37.6
2026-05-23 15:30:21.512,67.9,28.3,37.6
2026-05-23 15:30:21.719,67.7,29.3,37.6
2026-05-23 15:30:21.918,67.9,28.3,37.8
2026-05-23 15:30:22.120,68.3,28.3,37.5
2026-05-23 15:30:22.325,68.0,29.3,37.6
2026-05-23 15:30:22.528,68.5,28.3,37.6
2026-05-23 15:30:22.734,68.4,28.3,37.7
2026-05-23 15:30:22.937,68.3,28.3,37.6
2026-05-23 15:30:23.138,68.7,28.3,37.7
2026-05-23 15:30:23.345,68.6,28.3,37.6
2026-05-23 15:30:23.548,67.9,28.8,37.7
2026-05-23 15:30:23.750,68.4,29.3,37.7
2026-05-23 15:30:23.950,68.4,28.3,37.7
2026-05-23 15:30:24.156,66.4,28.8,37.6
2026-05-23 15:30:24.357,71.1,28.3,37.6
2026-05-23 15:30:24.565,71.7,28.3,37.7
2026-05-23 15:30:24.764,71.6,28.3,37.6
2026-05-23 15:30:24.969,71.7,28.8,37.6
2026-05-23 15:30:25.173,71.8,29.3,37.8
2026-05-23 15:30:25.378,71.7,28.3,37.7
2026-05-23 15:30:25.581,71.7,28.8,37.6
2026-05-23 15:30:25.784,71.6,28.3,37.8
2026-05-23 15:30:25.987,71.6,28.8,37.6
2026-05-23 15:30:26.189,69.5,28.3,37.7
2026-05-23 15:30:26.391,68.4,28.8,37.7
2026-05-23 15:30:26.598,65.6,29.3,37.7
2026-05-23 15:30:26.798,65.0,28.8,37.6
2026-05-23 15:30:27.000,64.1,28.8,37.7
2026-05-23 15:30:27.206,67.1,28.3,37.6
2026-05-23 15:30:27.409,68.9,28.3,37.7
2026-05-23 15:30:27.615,69.4,26.4,37.9
2026-05-23 15:30:27.814,71.4,27.9,37.8
2026-05-23 15:30:28.016,71.7,27.9,37.6
2026-05-23 15:30:28.223,71.6,27.9,37.7
2026-05-23 15:30:28.428,71.4,27.4,37.7
2026-05-23 15:30:28.630,71.5,27.4,37.7
2026-05-23 15:30:28.831,71.4,27.4,37.7
2026-05-23 15:30:29.038,71.7,27.9,37.8
2026-05-23 15:30:29.240,71.7,27.9,37.8
2026-05-23 15:30:29.439,71.5,27.9,37.8
2026-05-23 15:30:29.640,71.3,27.9,37.7
2026-05-23 15:30:29.848,69.9,26.4,37.8
2026-05-23 15:30:30.049,69.8,26.9,37.8
2026-05-23 15:30:30.258,71.4,27.9,37.7
2026-05-23 15:30:30.461,71.2,27.9,37.8
2026-05-23 15:30:30.659,71.1,27.9,37.8
2026-05-23 15:30:30.867,71.2,27.4,37.7
2026-05-23 15:30:31.069,70.4,27.4,37.6
2026-05-23 15:30:31.273,70.3,27.4,37.7
2026-05-23 15:30:31.475,70.5,27.9,37.9
2026-05-23 15:30:31.678,70.6,27.9,37.8
2026-05-23 15:30:31.884,70.6,26.9,37.8
2026-05-23 15:30:32.087,71.6,29.3,37.7
2026-05-23 15:30:32.289,71.7,28.3,37.7
2026-05-23 15:30:32.492,71.6,29.3,37.8
2026-05-23 15:30:32.698,71.4,28.3,37.6
2026-05-23 15:30:32.901,71.6,28.8,37.7
2026-05-23 15:30:33.099,71.6,28.3,37.6
2026-05-23 15:30:33.307,71.5,28.8,37.7
2026-05-23 15:30:33.506,71.6,28.3,37.8
2026-05-23 15:30:33.708,71.2,28.3,37.7
2026-05-23 15:30:33.918,71.5,28.8,37.6
2026-05-23 15:30:34.118,71.8,28.8,37.7
2026-05-23 15:30:34.325,71.6,28.3,37.7
2026-05-23 15:30:34.528,71.7,28.8,37.7
2026-05-23 15:30:34.729,71.8,27.9,37.8
2026-05-23 15:30:34.934,71.7,29.3,37.8
2026-05-23 15:30:35.137,71.8,28.8,37.6
2026-05-23 15:30:35.338,71.7,28.3,37.8
2026-05-23 15:30:35.540,71.7,28.3,37.8
2026-05-23 15:30:35.744,71.7,28.3,37.9
2026-05-23 15:30:35.950,71.7,28.3,37.8
2026-05-23 15:30:36.153,70.2,28.3,37.7
2026-05-23 15:30:36.355,71.2,28.3,37.7
2026-05-23 15:30:36.559,71.2,28.8,37.7
2026-05-23 15:30:36.762,71.0,28.3,37.7
2026-05-23 15:30:36.966,71.2,29.3,37.7
2026-05-23 15:30:37.168,71.3,29.3,37.8
2026-05-23 15:30:37.368,71.2,28.8,37.7
2026-05-23 15:30:37.577,71.4,29.3,37.7
2026-05-23 15:30:37.776,71.2,28.3,37.6
2026-05-23 15:30:37.980,71.4,29.3,37.9
2026-05-23 15:30:38.187,71.4,28.3,37.6
2026-05-23 15:30:38.389,71.2,29.3,37.7
2026-05-23 15:30:38.590,71.2,28.8,37.9
2026-05-23 15:30:38.798,71.2,28.3,37.7
2026-05-23 15:30:38.997,71.2,28.3,37.8
2026-05-23 15:30:39.200,70.9,28.3,37.9
2026-05-23 15:30:39.405,71.1,28.8,37.7
2026-05-23 15:30:39.609,71.3,28.8,37.9
2026-05-23 15:30:39.810,71.3,28.8,37.8
2026-05-23 15:30:40.016,71.6,29.3,37.8
2026-05-23 15:30:40.219,71.4,29.3,37.7
2026-05-23 15:30:40.417,71.4,29.3,37.9
2026-05-23 15:30:40.626,71.5,28.3,37.9
2026-05-23 15:30:40.830,71.4,28.8,37.7
2026-05-23 15:30:41.028,71.4,28.3,37.9
2026-05-23 15:30:41.234,71.3,28.3,37.8
2026-05-23 15:30:41.440,71.2,28.3,37.8
2026-05-23 15:30:41.639,71.1,28.8,37.8
2026-05-23 15:30:41.847,71.2,29.3,37.7
2026-05-23 15:30:42.050,71.2,28.8,37.8
2026-05-23 15:30:42.248,71.1,28.3,37.7
2026-05-23 15:30:42.454,71.4,28.8,37.9
2026-05-23 15:30:42.661,71.6,29.3,37.7
2026-05-23 15:30:42.862,71.2,28.3,37.9
2026-05-23 15:30:43.067,71.4,29.3,37.7
2026-05-23 15:30:43.266,71.2,28.3,37.9
2026-05-23 15:30:43.467,71.2,29.3,37.7
2026-05-23 15:30:43.675,71.0,28.3,37.7
2026-05-23 15:30:43.878,71.0,28.3,37.9
2026-05-23 15:30:44.084,71.1,28.3,37.9
2026-05-23 15:30:44.281,71.1,28.3,37.8
2026-05-23 15:30:44.490,71.2,28.3,37.7
2026-05-23 15:30:44.689,71.1,28.3,37.7
2026-05-23 15:30:44.895,71.2,28.3,37.9
2026-05-23 15:30:45.098,71.5,28.3,37.8
2026-05-23 15:30:45.297,71.7,28.8,37.9
2026-05-23 15:30:45.505,71.8,29.3,37.9
2026-05-23 15:30:45.705,71.7,28.3,37.9
2026-05-23 15:30:45.914,71.7,28.8,37.7
2026-05-23 15:30:46.117,71.6,29.3,37.7
2026-05-23 15:30:46.319,71.3,28.3,37.7
2026-05-23 15:30:46.520,71.4,28.3,37.8
2026-05-23 15:30:46.727,71.1,29.3,37.8
2026-05-23 15:30:46.931,71.3,28.3,37.9
2026-05-23 15:30:47.132,71.1,28.3,37.8
2026-05-23 15:30:47.334,71.3,28.3,37.9
2026-05-23 15:30:47.538,71.2,28.8,37.9
2026-05-23 15:30:47.739,71.2,28.8,37.7
2026-05-23 15:30:47.946,71.7,28.8,37.8
2026-05-23 15:30:48.151,71.7,29.3,37.9
2026-05-23 15:30:48.350,71.7,28.8,37.8
2026-05-23 15:30:48.556,71.7,29.3,37.8
2026-05-23 15:30:48.754,71.6,28.3,37.9
2026-05-23 15:30:48.963,71.7,28.3,37.7
2026-05-23 15:30:49.166,71.7,28.3,37.7
2026-05-23 15:30:49.367,71.6,28.3,37.7
2026-05-23 15:30:49.571,71.6,28.3,37.7
2026-05-23 15:30:49.775,71.6,28.3,37.8
2026-05-23 15:30:49.979,71.7,28.3,37.8
2026-05-23 15:30:50.177,71.5,28.3,37.9
2026-05-23 15:30:50.387,71.7,28.8,37.7
2026-05-23 15:30:50.588,71.4,28.8,37.8
2026-05-23 15:30:50.794,71.2,28.8,37.8
2026-05-23 15:30:50.992,71.8,29.3,37.9
2026-05-23 15:30:51.194,71.7,29.3,37.8
2026-05-23 15:30:51.400,71.7,29.3,37.7
2026-05-23 15:30:51.606,71.7,28.3,37.8
2026-05-23 15:30:51.802,71.4,28.3,37.7
2026-05-23 15:30:52.008,71.6,28.3,38.0
2026-05-23 15:30:52.214,71.5,28.3,37.9
2026-05-23 15:30:52.416,71.4,28.3,37.9
2026-05-23 15:30:52.623,71.4,28.3,37.8
2026-05-23 15:30:52.827,71.5,28.3,37.8
2026-05-23 15:30:53.026,71.5,28.8,37.8
2026-05-23 15:30:53.233,71.6,28.8,37.8
2026-05-23 15:30:53.433,71.7,28.8,37.7
2026-05-23 15:30:53.638,71.8,29.3,38.0
2026-05-23 15:30:53.843,71.9,28.8,37.8
2026-05-23 15:30:54.047,72.0,28.8,37.9
2026-05-23 15:30:54.249,71.9,28.3,37.7
2026-05-23 15:30:54.450,72.0,28.8,38.0
2026-05-23 15:30:54.650,71.8,28.3,37.9
2026-05-23 15:30:54.850,71.7,28.3,38.0
2026-05-23 15:30:55.050,71.8,28.8,38.0
2026-05-23 15:30:55.266,71.9,28.3,37.8
2026-05-23 15:30:55.467,71.9,28.8,37.7
2026-05-23 15:30:55.667,71.8,28.3,37.8
2026-05-23 15:30:55.875,72.0,28.8,37.9
2026-05-23 15:30:56.079,72.0,28.3,37.8
2026-05-23 15:30:56.283,71.9,28.3,37.8
2026-05-23 15:30:56.484,72.1,29.3,37.8
2026-05-23 15:30:56.687,72.1,28.3,37.9
2026-05-23 15:30:56.888,72.0,29.3,37.7
2026-05-23 15:30:57.096,72.1,29.3,37.9
2026-05-23 15:30:57.300,71.9,28.3,37.8
2026-05-23 15:30:57.501,72.1,28.8,37.8
2026-05-23 15:30:57.702,71.9,28.3,37.8
2026-05-23 15:30:57.910,71.9,28.3,37.9
2026-05-23 15:30:58.112,71.8,29.3,38.0
2026-05-23 15:30:58.317,71.9,28.3,37.8
2026-05-23 15:30:58.518,72.0,28.3,38.0
2026-05-23 15:30:58.721,71.8,28.8,37.8
2026-05-23 15:30:58.925,71.9,28.3,37.8
2026-05-23 15:30:59.129,72.1,28.3,37.9
2026-05-23 15:30:59.331,71.9,29.3,38.0
2026-05-23 15:30:59.536,72.1,29.3,38.0
2026-05-23 15:30:59.737,71.8,28.3,37.8
2026-05-23 15:30:59.938,71.9,29.3,37.8
2026-05-23 15:31:00.137,71.8,28.3,37.9
2026-05-23 15:31:00.337,71.9,28.3,37.8
2026-05-23 15:31:00.552,71.7,28.3,37.8
2026-05-23 15:31:00.753,71.8,28.3,37.8
2026-05-23 15:31:00.953,72.0,28.8,38.0
2026-05-23 15:31:01.153,71.8,28.3,37.8
2026-05-23 15:31:01.364,71.9,28.3,37.9
2026-05-23 15:31:01.569,72.1,28.8,38.0
2026-05-23 15:31:01.769,71.8,28.3,37.9
2026-05-23 15:31:01.975,71.7,29.3,38.0
2026-05-23 15:31:02.176,71.5,28.3,37.9
2026-05-23 15:31:02.383,71.8,29.3,37.8
2026-05-23 15:31:02.585,71.8,28.3,38.0
2026-05-23 15:31:02.787,71.8,28.3,38.0
2026-05-23 15:31:02.992,71.8,28.3,37.8
2026-05-23 15:31:03.188,71.8,28.3,37.9
2026-05-23 15:31:03.396,71.9,28.3,38.0
2026-05-23 15:31:03.604,71.8,28.3,38.0
2026-05-23 15:31:03.804,71.9,28.8,37.8
2026-05-23 15:31:04.004,72.0,28.8,38.0
2026-05-23 15:31:04.204,71.9,28.8,37.9
2026-05-23 15:31:04.414,72.1,28.3,37.9
2026-05-23 15:31:04.619,72.0,28.3,37.8
2026-05-23 15:31:04.821,72.0,29.3,37.8
2026-05-23 15:31:05.025,71.9,29.3,37.9
2026-05-23 15:31:05.225,71.8,28.3,38.0
2026-05-23 15:31:05.426,71.9,28.3,37.9
2026-05-23 15:31:05.636,71.8,28.3,37.8
2026-05-23 15:31:05.838,72.0,28.3,38.0
2026-05-23 15:31:06.038,71.9,28.8,38.0
2026-05-23 15:31:06.238,72.0,28.3,38.0
2026-05-23 15:31:06.439,72.1,29.3,37.9
2026-05-23 15:31:06.651,72.0,29.3,38.0
2026-05-23 15:31:06.856,72.1,28.3,38.0
2026-05-23 15:31:07.055,72.2,28.3,37.9
2026-05-23 15:31:07.255,72.1,28.8,37.9
2026-05-23 15:31:07.455,72.0,29.3,37.9
2026-05-23 15:31:07.655,72.0,29.3,38.0
2026-05-23 15:31:07.872,72.2,29.3,37.8
2026-05-23 15:31:08.075,71.5,29.3,37.8
2026-05-23 15:31:08.276,66.1,28.3,37.8
2026-05-23 15:31:08.476,71.9,28.3,38.0
2026-05-23 15:31:08.675,72.1,28.3,37.9
2026-05-23 15:31:08.889,73.4,28.3,38.0
2026-05-23 15:31:09.089,72.0,28.3,37.9
2026-05-23 15:31:09.290,71.1,28.8,37.8
2026-05-23 15:31:09.489,70.5,29.3,38.0
2026-05-23 15:31:09.702,70.0,28.3,38.0
2026-05-23 15:31:09.906,69.4,28.3,38.0
2026-05-23 15:31:10.109,68.4,29.3,37.9
2026-05-23 15:31:10.306,67.9,29.3,38.0
2026-05-23 15:31:10.514,66.9,28.8,37.9
2026-05-23 15:31:10.716,66.5,28.3,37.9
2026-05-23 15:31:10.922,69.7,29.3,37.8
2026-05-23 15:31:11.125,70.2,28.3,37.8
2026-05-23 15:31:11.325,71.6,28.8,37.9
2026-05-23 15:31:11.525,71.7,29.3,38.0
2026-05-23 15:31:11.726,71.7,28.3,38.0
2026-05-23 15:31:11.939,71.8,28.8,38.0
2026-05-23 15:31:12.141,71.7,28.8,37.9
2026-05-23 15:31:12.338,71.7,28.8,37.9
2026-05-23 15:31:12.540,71.7,28.3,38.0
2026-05-23 15:31:12.752,71.7,28.8,37.8
2026-05-23 15:31:12.952,71.7,28.3,37.8
2026-05-23 15:31:13.157,71.4,28.3,37.9
2026-05-23 15:31:13.357,71.7,29.3,38.0
2026-05-23 15:31:13.559,71.5,28.3,38.0
2026-05-23 15:31:13.766,71.5,28.3,37.9
2026-05-23 15:31:13.966,71.5,28.3,38.0
2026-05-23 15:31:14.175,71.6,28.3,38.0
2026-05-23 15:31:14.375,71.6,28.3,37.8
2026-05-23 15:31:14.575,71.6,28.3,37.9
2026-05-23 15:31:14.775,71.7,28.8,37.9
2026-05-23 15:31:14.989,71.6,28.3,38.0
2026-05-23 15:31:15.191,71.7,28.8,37.8
2026-05-23 15:31:15.392,71.7,28.3,38.0
2026-05-23 15:31:15.592,71.6,29.3,38.0
2026-05-23 15:31:15.802,71.6,28.3,38.0
2026-05-23 15:31:16.001,71.4,28.8,38.0
2026-05-23 15:31:16.209,71.3,28.3,38.0
2026-05-23 15:31:16.409,71.4,29.3,37.8
2026-05-23 15:31:16.609,71.5,28.3,37.8
2026-05-23 15:31:16.819,71.4,28.8,38.0
2026-05-23 15:31:17.020,71.4,28.3,38.0
2026-05-23 15:31:17.226,71.4,28.3,37.8
2026-05-23 15:31:17.427,71.4,28.8,38.0
2026-05-23 15:31:17.627,71.2,28.3,37.9
2026-05-23 15:31:17.826,71.0,29.3,38.0
2026-05-23 15:31:18.037,68.4,28.3,38.0
2026-05-23 15:31:18.242,67.3,28.3,38.0
2026-05-23 15:31:18.443,67.1,28.3,37.8
2026-05-23 15:31:18.643,67.0,28.3,37.8
2026-05-23 15:31:18.852,68.0,29.3,37.8
2026-05-23 15:31:19.055,69.1,28.3,37.9
2026-05-23 15:31:19.258,71.2,28.8,37.8
2026-05-23 15:31:19.460,71.3,29.3,37.9
2026-05-23 15:31:19.660,71.5,28.3,38.0
2026-05-23 15:31:19.869,71.3,28.3,38.0
2026-05-23 15:31:20.072,71.2,28.3,37.9
2026-05-23 15:31:20.275,71.0,28.3,38.0
2026-05-23 15:31:20.477,69.5,28.3,38.0
2026-05-23 15:31:20.677,70.2,28.8,37.8
2026-05-23 15:31:20.877,69.6,29.3,38.0
2026-05-23 15:31:21.089,70.6,29.3,38.0
2026-05-23 15:31:21.291,71.0,28.8,38.0
2026-05-23 15:31:21.494,70.7,28.3,37.8
2026-05-23 15:31:21.694,70.7,28.8,38.0
2026-05-23 15:31:21.894,70.7,28.3,38.0
2026-05-23 15:31:22.095,70.8,28.3,37.9
2026-05-23 15:31:22.303,70.8,28.3,37.9
2026-05-23 15:31:22.511,70.8,28.3,38.0
2026-05-23 15:31:22.711,70.9,28.3,37.8
2026-05-23 15:31:22.918,69.7,29.3,37.9
2026-05-23 15:31:23.112,70.9,28.8,37.8
2026-05-23 15:31:23.325,71.0,28.3,37.8
2026-05-23 15:31:23.528,70.7,28.8,37.8
2026-05-23 15:31:23.729,71.0,28.3,38.0
2026-05-23 15:31:23.929,71.0,28.8,37.9
2026-05-23 15:31:24.138,70.7,28.3,38.0
2026-05-23 15:31:24.338,68.2,29.3,37.8
2026-05-23 15:31:24.544,66.4,28.3,37.9
2026-05-23 15:31:24.745,66.7,28.8,38.0
2026-05-23 15:31:24.946,67.9,28.3,38.0
2026-05-23 15:31:25.146,68.3,28.8,37.9
2026-05-23 15:31:25.357,67.7,28.3,38.0
2026-05-23 15:31:25.563,67.5,28.3,38.0
2026-05-23 15:31:25.762,68.7,29.3,37.8
2026-05-23 15:31:25.963,69.5,28.3,37.9
2026-05-23 15:31:26.171,68.7,28.8,37.9
2026-05-23 15:31:26.373,68.7,28.8,37.9
2026-05-23 15:31:26.578,68.7,29.3,37.8
2026-05-23 15:31:26.780,69.0,28.3,37.9
2026-05-23 15:31:26.980,68.9,28.3,37.9
2026-05-23 15:31:27.189,68.6,28.3,37.9
2026-05-23 15:31:27.391,69.7,28.3,37.8
2026-05-23 15:31:27.592,70.8,28.3,37.9
2026-05-23 15:31:27.797,71.4,29.3,38.0
2026-05-23 15:31:27.997,71.5,28.3,37.8
2026-05-23 15:31:28.197,71.7,28.3,37.9
2026-05-23 15:31:28.409,71.7,29.3,37.9
2026-05-23 15:31:28.612,71.7,28.3,37.9
2026-05-23 15:31:28.813,71.6,28.8,38.0
2026-05-23 15:31:29.014,70.4,28.3,38.0
2026-05-23 15:31:29.214,71.1,29.3,38.0
2026-05-23 15:31:29.414,70.7,28.8,37.9
2026-05-23 15:31:29.628,70.6,29.3,38.0
2026-05-23 15:31:29.831,70.6,29.3,37.8
2026-05-23 15:31:30.031,70.8,28.3,37.8
2026-05-23 15:31:30.237,70.7,28.3,37.9
2026-05-23 15:31:30.438,70.7,28.8,37.9
2026-05-23 15:31:30.640,70.9,28.8,38.0
2026-05-23 15:31:30.848,70.8,28.8,38.0
2026-05-23 15:31:31.048,70.8,28.3,37.8
2026-05-23 15:31:31.248,71.0,29.3,37.9
2026-05-23 15:31:31.458,70.8,29.3,38.0
2026-05-23 15:31:31.659,69.6,28.3,37.8
2026-05-23 15:31:31.864,70.7,28.3,37.8
2026-05-23 15:31:32.065,70.5,29.3,38.0
2026-05-23 15:31:32.269,70.7,29.3,37.8
2026-05-23 15:31:32.466,70.6,28.3,37.8
2026-05-23 15:31:32.678,70.8,28.3,37.9
2026-05-23 15:31:32.881,70.8,29.3,37.9
2026-05-23 15:31:33.085,71.1,28.8,37.8
2026-05-23 15:31:33.287,71.1,28.8,37.9
2026-05-23 15:31:33.490,71.0,28.8,38.0
2026-05-23 15:31:33.692,71.2,29.3,38.0
2026-05-23 15:31:33.898,70.7,29.3,38.0
2026-05-23 15:31:34.099,71.2,29.3,37.9
2026-05-23 15:31:34.299,71.1,29.3,37.8
2026-05-23 15:31:34.499,71.0,28.3,37.8
2026-05-23 15:31:34.699,71.2,28.8,38.0
2026-05-23 15:31:34.915,71.1,27.9,37.9
2026-05-23 15:31:35.116,71.1,28.3,38.0
